id,title,text
4058,Show Your Bones,"Show Your Bones is the second studio album by American indie rock band Yeah Yeah Yeahs, released on March 22, 2006 by Interscope Records. The album was nominated for a Grammy Award for Best Alternative Music Album in 2007."
4059,"Staunton, Illinois","Staunton is the second largest city in Macoupin County, Illinois, United States. As of the 2010 Census, the population was 5,139."
4060,Česká Třebová,"Česká Třebová (; ) is a town in the Pardubice Region of the Czech Republic. The city is located in the east of the Czech Republic. It is the fourth most populated city and second largest in the Pardubice Region. Česká Třebová is spread over 41 km² and the population is about 15,500 citizens. The city of Česká Třebová is divided into 6 cadastral areas: Česká Třebová, Kozlov, Lhotka, Parník, Skuhrov and Svinná."
4061,"Tucson, Arizona","Tucson is located 118 mi (190 km) southeast of Phoenix and 60 mi (97 km) north of the United States - Mexico border. The 2010 United States Census puts the city's population at 520,116 with a metropolitan area population at 980,263. In 2009, Tucson ranked as the 32nd largest city and 52nd largest metropolitan area in the United States. A major city in the Arizona Sun Corridor, Tucson is the largest city in southern Arizona, the second largest in the state after Phoenix. It is also the largest city in the area of the Gadsden Purchase. As of 2015, The Greater Tucson Metro area has exceeded a population of 1 million."
4062,"Hubbard, Ohio","Hubbard is a city in Trumbull County, Ohio, United States. It is formed from part of Hubbard Township, which was formed from the Connecticut Western Reserve. The population was 7,874 at the 2010 census. It is part of the Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area."
4063,Danny Murphy (second baseman),"Daniel Francis Murphy (August 11, 1876 in Philadelphia, Pennsylvania – November 22, 1955 in Jersey City, New Jersey) was a second baseman in Major League Baseball from 1900 to 1915. He managed the Jersey City Skeeters in 1919."
4064,"West Mineral, Kansas","West Mineral is a city in Cherokee County, Kansas, United States. It is the home of Big Brutus, the second largest electric shovel in the world. As of the 2010 census, the city population was 185."
4065,"Beach City, Ohio","Beach City is a village in Stark County, Ohio, United States. The population was 1,033 at the 2010 census. It is part of the Canton-Massillon, OH Metropolitan Statistical Area."
4066,Texas,"Houston is the most populous city in Texas and the fourth largest in the U.S., while San Antonio is the second most populous in the state and seventh largest in the U.S. Dallas -- Fort Worth and Greater Houston are the fourth and fifth largest metropolitan statistical areas in the country, respectively. Other major cities include Austin, the second most populous state capital in the U.S., and El Paso. Texas is nicknamed ``The Lone Star State ''to signify its former status as an independent republic, and as a reminder of the state's struggle for independence from Mexico. The`` Lone Star'' can be found on the Texas state flag and on the Texan state seal. The origin of Texas's name is from the word ``Tejas, ''which means`` friends'' in the Caddo language."
4067,"Tucson, Arizona","By 1900, 7,531 people lived in the city. The population increased gradually to 13,913 in 1910. At about this time, the U.S. Veterans Administration had begun construction on the present Veterans Hospital. Many veterans who had been gassed in World War I and were in need of respiratory therapy began coming to Tucson after the war, due to the clean dry air. Over the following years the city continued to grow, with the population increasing to 20,292 in 1920 and 36,818 in 1940. In 2006 the population of Pima County, in which Tucson is located, passed one million while the City of Tucson's population was 535,000."
4068,International Day of the World's Indigenous Peoples,"The International Day of the World's Indigenous People's is observed on 9 August each year to promote and protect the rights of the world's indigenous population. This event also recognizes the achievements and contributions that indigenous people make to improve world issues such as environmental protection. It was first pronounced by the General Assembly of the United Nations in December 1994, marking the day of the first meeting of the UN Working Group on Indigenous Populations of the Subcommission on the Promotion and Protection of Human Rights, in 1982."
4069,Daylight saving time,"In the case of the United States where a one-hour shift occurs at 02:00 local time, in spring the clock jumps forward from the last moment of 01:59 standard time to 03:00 DST and that day has 23 hours, whereas in autumn the clock jumps backward from the last moment of 01:59 DST to 01:00 standard time, repeating that hour, and that day has 25 hours. A digital display of local time does not read 02:00 exactly at the shift to summer time, but instead jumps from 01:59:59.9 forward to 03:00:00.0."
4070,Daylight saving time,"As with zoneinfo, a user of Microsoft Windows configures DST by specifying the name of a location, and the operating system then consults a table of rule sets that must be updated when DST rules change. Procedures for specifying the name and updating the table vary with release. Updates are not issued for older versions of Microsoft Windows. Windows Vista supports at most two start and end rules per time zone setting. In a Canadian location observing DST, a single Vista setting supports both 1987–2006 and post-2006 time stamps, but mishandles some older time stamps. Older Microsoft Windows systems usually store only a single start and end rule for each zone, so that the same Canadian setting reliably supports only post-2006 time stamps."
4071,History of special relativity,"Einstein (1907a) proposed a method for detecting the transverse Doppler effect as a direct consequence of time dilation. And in fact, that effect was measured in 1938 by Herbert E. Ives and G. R. Stilwell (Ives–Stilwell experiment). And Lewis and Tolman (1909) described the reciprocity of time dilation by using two light clocks A and B, traveling with a certain relative velocity to each other. The clocks consist of two plane mirrors parallel to one another and to the line of motion. Between the mirrors a light signal is bouncing, and for the observer resting in the same reference frame as A, the period of clock A is the distance between the mirrors divided by the speed of light. But if the observer looks at clock B, he sees that within that clock the signal traces out a longer, angled path, thus clock B is slower than A. However, for the observer moving alongside with B the situation is completely in reverse: Clock B is faster and A is slower. Also Lorentz (1910–1912) discussed the reciprocity of time dilation and analyzed a clock ""paradox"", which apparently occurs as a consequence of the reciprocity of time dilation. Lorentz showed that there is no paradox if one considers that in one system only one clock is used, while in the other system two clocks are necessary, and the relativity of simultaneity is fully taken into account."
